age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
36,admin.,married,6.0,no,no,cellular,8,2,97,3,0,nonexistent,0
48,management,married,6.0,yes,no,cellular,8,2,127,3,0,nonexistent,0
29,technician,married,6.0,no,no,cellular,8,2,391,3,0,nonexistent,0
46,blue-collar,married,2.0,yes,no,cellular,8,2,143,1,0,nonexistent,0
46,blue-collar,married,2.0,no,yes,cellular,8,2,166,1,0,nonexistent,0
56,admin.,married,3.0,yes,no,cellular,8,2,130,1,0,nonexistent,0
35,admin.,single,6.0,yes,yes,cellular,8,2,398,1,0,nonexistent,0
33,technician,married,5.0,yes,no,cellular,8,2,276,1,0,nonexistent,0
48,technician,single,6.0,yes,no,cellular,8,2,159,2,0,nonexistent,0
33,technician,married,5.0,yes,no,cellular,8,2,452,1,0,nonexistent,0
40,admin.,married,6.0,no,no,cellular,8,2,73,1,0,nonexistent,0
30,technician,single,5.0,no,no,cellular,8,2,129,2,0,nonexistent,0
33,admin.,single,4.0,yes,no,cellular,8,2,195,1,0,nonexistent,0
33,admin.,single,4.0,yes,no,cellular,8,2,167,1,0,nonexistent,0
59,admin.,married,1.0,yes,no,cellular,8,2,306,1,0,nonexistent,0
45,technician,single,6.0,no,no,cellular,8,2,117,4,0,nonexistent,0
33,technician,divorced,4.0,yes,yes,cellular,8,2,194,1,0,nonexistent,0
31,management,married,6.0,no,no,cellular,8,2,133,2,0,nonexistent,0
36,technician,married,6.0,yes,no,cellular,8,2,156,2,0,nonexistent,0
50,technician,married,4.0,no,no,cellular,8,2,679,1,0,nonexistent,0
52,admin.,married,6.0,yes,no,cellular,8,2,175,3,0,nonexistent,0
37,technician,married,4.0,no,no,cellular,8,2,190,1,0,nonexistent,0
58,technician,divorced,5.0,yes,no,cellular,8,2,109,3,0,nonexistent,0
33,technician,married,5.0,yes,no,cellular,8,2,409,1,0,nonexistent,0
30,self-employed,single,6.0,yes,no,cellular,8,2,176,2,0,nonexistent,0
47,services,married,1.0,yes,no,cellular,8,2,122,1,0,nonexistent,0
50,blue-collar,married,1.0,yes,no,cellular,8,2,406,1,0,nonexistent,0
58,self-employed,married,6.0,yes,yes,cellular,8,2,598,4,0,nonexistent,0
31,admin.,single,6.0,no,yes,cellular,8,2,92,2,0,nonexistent,0
30,admin.,married,6.0,no,yes,cellular,8,2,113,3,0,nonexistent,0
44,blue-collar,married,2.0,yes,yes,cellular,8,2,222,2,0,nonexistent,0
30,technician,single,4.0,yes,no,cellular,8,2,183,13,0,nonexistent,0
31,admin.,divorced,6.0,yes,no,cellular,8,2,90,2,0,nonexistent,0
34,technician,married,4.0,no,no,cellular,8,2,188,2,0,nonexistent,0
33,admin.,single,6.0,yes,yes,cellular,8,2,275,6,0,nonexistent,0
32,admin.,single,6.0,yes,no,cellular,8,2,96,2,0,nonexistent,0
41,admin.,married,6.0,no,no,cellular,8,2,21,17,0,nonexistent,0
52,admin.,married,4.0,yes,no,cellular,8,2,163,2,0,nonexistent,0
36,admin.,married,6.0,no,no,cellular,8,2,28,13,0,nonexistent,0
35,entrepreneur,divorced,5.0,,,cellular,8,2,950,3,0,nonexistent,1
42,admin.,divorced,6.0,no,no,cellular,8,2,56,7,0,nonexistent,0
58,admin.,divorced,6.0,yes,no,cellular,8,2,679,4,0,nonexistent,0
38,technician,single,5.0,yes,no,cellular,8,2,99,4,0,nonexistent,0
32,technician,single,4.0,yes,no,cellular,8,2,129,2,0,nonexistent,0
36,admin.,married,6.0,yes,no,cellular,8,2,120,3,0,nonexistent,0
36,admin.,single,6.0,no,yes,cellular,8,2,35,2,0,nonexistent,0
54,technician,married,5.0,yes,no,cellular,8,2,687,2,0,nonexistent,1
36,admin.,single,6.0,yes,no,cellular,8,2,74,1,0,nonexistent,0
42,technician,divorced,5.0,yes,no,cellular,8,2,94,1,0,nonexistent,0
32,technician,married,6.0,no,no,cellular,8,2,224,1,0,nonexistent,0
37,technician,married,6.0,no,no,cellular,8,2,158,3,0,nonexistent,0
47,admin.,married,4.0,yes,no,cellular,8,2,292,1,0,nonexistent,0
46,admin.,married,6.0,yes,no,cellular,8,2,208,2,0,nonexistent,0
37,self-employed,single,6.0,yes,no,cellular,8,2,121,1,0,nonexistent,0
44,,married,4.160934688394962,,,cellular,8,2,163,1,0,nonexistent,0
31,technician,married,4.0,yes,no,cellular,8,2,155,2,0,nonexistent,0
49,services,single,5.0,yes,no,cellular,8,2,73,3,0,nonexistent,0
52,admin.,married,6.0,yes,no,cellular,8,2,469,1,0,nonexistent,0
59,blue-collar,married,1.0,yes,no,cellular,8,2,115,1,0,nonexistent,0
54,blue-collar,married,1.0,no,no,cellular,8,2,146,1,0,nonexistent,0
33,technician,married,5.0,no,no,cellular,8,2,1241,2,0,nonexistent,0
54,blue-collar,married,1.0,no,yes,cellular,8,2,299,1,0,nonexistent,0
30,admin.,single,6.0,no,no,cellular,8,2,128,2,0,nonexistent,0
43,admin.,married,6.0,no,yes,cellular,8,2,209,1,0,nonexistent,0
43,admin.,married,6.0,no,no,cellular,8,2,166,1,0,nonexistent,0
33,technician,single,6.0,yes,yes,cellular,8,2,131,3,0,nonexistent,0
58,retired,married,6.0,no,no,cellular,8,2,587,1,0,nonexistent,0
29,technician,single,6.0,yes,no,cellular,8,2,58,1,0,nonexistent,0
31,admin.,single,6.0,yes,no,cellular,8,2,191,2,0,nonexistent,0
31,admin.,divorced,6.0,no,no,cellular,8,2,274,2,0,nonexistent,0
48,technician,married,4.0,yes,yes,cellular,8,2,126,1,0,nonexistent,0
48,technician,married,4.0,no,yes,cellular,8,2,171,1,0,nonexistent,0
34,admin.,married,6.0,yes,yes,cellular,8,2,80,3,0,nonexistent,0
41,technician,married,6.0,yes,no,cellular,8,2,95,2,0,nonexistent,0
34,admin.,married,6.0,no,yes,cellular,8,2,128,2,0,nonexistent,0
47,services,married,1.0,yes,yes,cellular,8,2,220,2,0,nonexistent,0
32,admin.,married,6.0,yes,no,cellular,8,2,168,1,0,nonexistent,0
29,admin.,single,6.0,no,yes,cellular,8,2,360,1,0,nonexistent,0
48,technician,married,5.0,no,no,cellular,8,2,66,1,0,nonexistent,0
48,technician,married,5.0,yes,no,cellular,8,2,133,1,0,nonexistent,0
52,technician,divorced,5.0,yes,no,cellular,8,2,12,10,0,nonexistent,0
49,admin.,married,4.0,yes,yes,cellular,8,2,120,4,0,nonexistent,0
36,unemployed,single,5.0,yes,yes,telephone,8,2,69,1,0,nonexistent,0
40,admin.,married,4.0,no,no,cellular,8,2,119,1,0,nonexistent,0
59,blue-collar,married,1.0,yes,no,cellular,8,2,258,1,0,nonexistent,0
40,admin.,married,4.0,yes,no,cellular,8,2,195,1,0,nonexistent,0
32,technician,single,6.0,no,no,cellular,8,2,696,1,0,nonexistent,0
54,admin.,married,6.0,no,no,cellular,8,2,434,1,0,nonexistent,0
40,admin.,married,4.0,yes,no,cellular,8,2,105,1,0,nonexistent,0
40,admin.,married,4.0,yes,yes,cellular,8,2,172,1,0,nonexistent,0
30,admin.,married,6.0,yes,no,cellular,8,2,387,5,0,nonexistent,0
32,management,married,6.0,yes,no,cellular,8,2,377,1,0,nonexistent,0
32,admin.,single,4.0,no,no,cellular,8,2,243,4,0,nonexistent,0
49,blue-collar,married,3.0,yes,no,cellular,8,2,60,1,0,nonexistent,0
31,unemployed,married,6.0,no,no,cellular,8,2,91,1,0,nonexistent,0
31,unemployed,married,6.0,yes,no,cellular,8,2,103,1,0,nonexistent,0
49,blue-collar,married,3.0,no,no,cellular,8,2,281,1,0,nonexistent,0
40,management,married,6.0,yes,no,cellular,8,2,110,2,0,nonexistent,0
47,unemployed,married,5.0,yes,yes,cellular,8,2,100,1,0,nonexistent,0
30,technician,married,5.0,yes,no,cellular,8,2,111,1,0,nonexistent,0
49,,married,4.0,no,yes,cellular,8,2,144,2,0,nonexistent,0
30,technician,married,5.0,yes,no,cellular,8,2,205,1,0,nonexistent,0
45,blue-collar,married,1.0,yes,no,cellular,8,2,528,7,0,nonexistent,0
59,admin.,married,1.0,yes,yes,cellular,8,2,292,2,0,nonexistent,0
33,technician,single,6.0,yes,no,cellular,8,2,116,1,0,nonexistent,0
33,technician,married,5.0,no,no,cellular,8,2,120,3,0,nonexistent,0
41,blue-collar,divorced,3.0,no,no,cellular,8,2,102,1,0,nonexistent,0
30,technician,married,4.0,yes,yes,cellular,8,2,92,1,0,nonexistent,0
30,technician,married,4.0,yes,no,cellular,8,2,108,1,0,nonexistent,0
30,technician,married,4.0,yes,no,cellular,8,2,124,1,0,nonexistent,0
30,technician,married,4.0,no,no,cellular,8,2,142,1,0,nonexistent,0
30,technician,married,4.0,no,no,cellular,8,2,79,1,0,nonexistent,0
30,technician,married,4.0,no,no,cellular,8,2,41,1,0,nonexistent,0
33,technician,married,6.0,yes,no,cellular,8,2,153,1,0,nonexistent,0
31,management,married,6.0,no,no,cellular,8,2,551,2,0,nonexistent,0
50,blue-collar,married,1.0,yes,no,cellular,8,2,98,2,0,nonexistent,0
54,management,married,6.0,no,no,cellular,8,2,97,1,0,nonexistent,0
36,admin.,married,6.0,yes,no,cellular,8,2,181,3,0,nonexistent,0
37,technician,married,5.0,no,no,cellular,8,2,386,1,0,nonexistent,0
31,self-employed,married,6.0,no,no,cellular,8,2,135,5,0,nonexistent,0
35,technician,married,5.0,no,no,cellular,8,2,349,2,0,nonexistent,0
31,admin.,single,6.0,no,yes,cellular,8,2,358,1,0,nonexistent,0
31,admin.,married,6.0,yes,no,cellular,8,2,154,1,0,nonexistent,0
54,blue-collar,married,1.0,yes,no,cellular,8,2,153,1,0,nonexistent,0
40,admin.,married,6.0,yes,yes,cellular,8,2,197,1,0,nonexistent,0
36,admin.,single,6.0,yes,no,cellular,8,2,245,1,0,nonexistent,0
36,admin.,single,6.0,yes,no,cellular,8,2,168,1,0,nonexistent,0
31,admin.,married,6.0,no,no,cellular,8,2,111,1,0,nonexistent,0
36,admin.,single,6.0,no,no,cellular,8,2,288,1,0,nonexistent,0
32,admin.,single,6.0,yes,yes,cellular,8,2,69,3,0,nonexistent,0
31,admin.,married,6.0,no,yes,cellular,8,2,438,1,0,nonexistent,0
45,admin.,single,6.0,no,yes,cellular,8,2,28,11,0,nonexistent,0
50,technician,married,4.0,no,no,cellular,8,2,280,2,0,nonexistent,0
49,admin.,married,4.0,no,no,cellular,8,2,15,13,0,nonexistent,0
31,admin.,married,6.0,no,yes,cellular,8,2,824,1,0,nonexistent,0
32,admin.,single,6.0,yes,no,cellular,8,2,451,4,0,nonexistent,0
45,blue-collar,married,4.160934688394962,no,no,cellular,8,2,194,2,0,nonexistent,0
30,technician,married,4.0,yes,no,cellular,8,2,385,2,0,nonexistent,0
54,technician,married,5.0,no,no,cellular,8,2,99,1,0,nonexistent,0
35,management,married,6.0,no,no,cellular,8,2,471,2,0,nonexistent,0
36,technician,single,6.0,yes,no,cellular,8,2,486,2,0,nonexistent,0
39,technician,divorced,4.0,yes,yes,cellular,8,2,156,1,0,nonexistent,0
54,blue-collar,married,1.0,yes,yes,cellular,8,2,53,2,0,nonexistent,0
56,retired,married,1.0,no,no,cellular,8,2,933,2,0,nonexistent,1
29,management,single,6.0,yes,no,cellular,8,2,139,2,0,nonexistent,0
32,admin.,single,6.0,,,cellular,8,2,40,1,0,nonexistent,0
32,technician,married,6.0,yes,no,cellular,8,2,328,1,0,nonexistent,0
30,management,married,4.0,yes,no,cellular,8,2,19,12,0,nonexistent,0
29,admin.,single,6.0,yes,no,cellular,8,2,144,3,0,nonexistent,0
45,technician,married,4.0,yes,no,cellular,8,2,42,1,0,nonexistent,0
42,technician,married,5.0,yes,no,cellular,8,2,1059,3,0,nonexistent,0
41,admin.,divorced,6.0,no,no,cellular,8,2,117,3,0,nonexistent,0
34,technician,single,6.0,yes,no,cellular,8,2,149,3,0,nonexistent,0
31,admin.,single,6.0,yes,no,cellular,8,2,1032,2,0,nonexistent,1
32,technician,single,6.0,yes,yes,cellular,8,2,231,3,0,nonexistent,0
33,technician,single,6.0,yes,no,cellular,8,2,80,3,0,nonexistent,0
30,admin.,married,6.0,yes,yes,cellular,8,2,141,3,0,nonexistent,0
45,technician,married,4.0,yes,yes,cellular,8,2,474,1,0,nonexistent,0
38,unemployed,single,6.0,yes,yes,cellular,8,2,153,6,0,nonexistent,0
35,technician,married,5.0,no,no,cellular,8,2,98,1,0,nonexistent,0
30,technician,single,5.0,no,no,cellular,8,2,405,3,0,nonexistent,0
35,technician,married,5.0,yes,yes,cellular,8,2,202,1,0,nonexistent,0
44,blue-collar,married,1.0,yes,no,cellular,8,2,294,3,0,nonexistent,0
50,admin.,married,2.0,no,no,cellular,8,2,178,1,0,nonexistent,0
33,admin.,married,6.0,no,no,cellular,8,2,130,1,0,nonexistent,0
50,admin.,married,2.0,yes,no,cellular,8,2,264,1,0,nonexistent,0
30,technician,single,6.0,no,yes,cellular,8,2,729,4,0,nonexistent,0
43,unemployed,married,5.0,no,no,telephone,8,2,18,12,0,nonexistent,0
31,technician,single,6.0,yes,yes,cellular,8,2,285,1,0,nonexistent,0
31,technician,single,6.0,yes,no,cellular,8,2,367,1,0,nonexistent,0
44,admin.,married,3.0,yes,yes,cellular,8,2,86,5,0,nonexistent,0
48,blue-collar,married,1.0,no,no,cellular,8,2,155,3,0,nonexistent,0
31,services,married,6.0,yes,no,cellular,8,2,88,1,0,nonexistent,0
32,admin.,single,6.0,yes,yes,cellular,8,2,220,1,0,nonexistent,0
31,services,married,6.0,yes,no,cellular,8,2,174,1,0,nonexistent,0
38,technician,married,5.0,yes,no,cellular,8,2,134,1,0,nonexistent,0
43,technician,married,4.0,yes,no,cellular,8,2,88,1,0,nonexistent,0
32,admin.,single,6.0,yes,yes,cellular,8,2,199,2,0,nonexistent,0
32,technician,single,6.0,yes,no,cellular,8,2,178,4,0,nonexistent,0
47,blue-collar,married,2.0,yes,no,cellular,8,2,373,1,0,nonexistent,0
35,technician,married,5.0,no,no,cellular,8,2,211,2,0,nonexistent,0
38,admin.,married,6.0,yes,no,cellular,8,2,173,1,0,nonexistent,0
33,admin.,married,4.0,yes,no,cellular,8,2,68,1,0,nonexistent,0
56,blue-collar,married,1.0,no,no,cellular,8,2,44,1,0,nonexistent,0
34,admin.,single,6.0,no,yes,cellular,8,2,285,3,0,nonexistent,0
33,technician,single,6.0,no,no,cellular,8,2,302,3,0,nonexistent,0
30,technician,single,5.0,yes,no,cellular,8,2,171,6,0,nonexistent,0
29,admin.,single,6.0,yes,no,cellular,8,2,158,5,0,nonexistent,0
33,admin.,divorced,4.0,no,no,cellular,8,2,271,3,0,nonexistent,0
37,technician,single,6.0,no,no,cellular,8,2,59,2,0,nonexistent,0
30,technician,single,6.0,no,no,cellular,8,2,61,5,0,nonexistent,0
44,management,married,6.0,yes,no,cellular,8,2,61,4,0,nonexistent,0
35,technician,married,5.0,yes,no,cellular,8,2,105,2,0,nonexistent,0
33,admin.,married,6.0,yes,no,cellular,8,2,118,3,0,nonexistent,0
55,services,married,4.0,yes,no,cellular,8,2,392,3,0,nonexistent,0
33,admin.,single,6.0,,,cellular,8,2,313,3,0,nonexistent,0
29,technician,single,6.0,yes,no,cellular,8,2,82,3,0,nonexistent,0
31,admin.,married,6.0,no,no,cellular,8,2,109,3,0,nonexistent,0
32,technician,single,4.0,yes,no,cellular,8,2,78,3,0,nonexistent,0
52,unemployed,married,1.0,no,no,cellular,8,2,121,3,0,nonexistent,0
30,admin.,single,5.0,no,no,cellular,8,2,97,7,0,nonexistent,0
55,retired,married,4.0,yes,yes,cellular,8,2,37,5,0,nonexistent,0
32,admin.,single,6.0,yes,yes,cellular,8,2,221,8,0,nonexistent,0
40,admin.,divorced,6.0,no,no,telephone,8,2,105,5,0,nonexistent,0
52,blue-collar,married,3.0,no,no,cellular,8,2,329,3,0,nonexistent,0
53,self-employed,married,1.0,no,no,cellular,8,2,268,11,0,nonexistent,0
32,technician,married,4.0,yes,no,cellular,8,2,160,3,0,nonexistent,0
60,retired,married,1.0,no,no,cellular,8,2,332,3,0,nonexistent,0
46,services,married,4.0,no,no,cellular,8,2,205,5,0,nonexistent,0
46,blue-collar,married,2.0,yes,no,cellular,8,2,398,3,0,nonexistent,0
32,technician,married,4.0,yes,no,cellular,8,2,599,3,0,nonexistent,0
41,technician,single,5.0,no,yes,cellular,8,2,102,3,0,nonexistent,0
31,admin.,single,4.0,yes,no,cellular,8,2,82,3,0,nonexistent,0
31,technician,single,6.0,yes,no,cellular,8,2,290,9,0,nonexistent,1
56,retired,married,4.0,yes,no,cellular,8,2,109,3,0,nonexistent,0
33,admin.,single,6.0,yes,yes,cellular,8,2,238,4,0,nonexistent,0
37,services,married,4.0,no,no,cellular,8,2,249,3,0,nonexistent,0
36,technician,single,4.0,yes,yes,cellular,8,2,629,7,0,nonexistent,0
29,technician,single,6.0,no,yes,cellular,8,2,137,2,0,nonexistent,0
52,admin.,married,4.0,yes,no,cellular,8,2,231,4,0,nonexistent,0
34,admin.,single,6.0,no,no,cellular,8,2,119,6,0,nonexistent,0
47,blue-collar,married,2.0,yes,no,cellular,8,2,308,2,0,nonexistent,0
31,admin.,married,6.0,no,no,cellular,8,2,609,4,0,nonexistent,0
56,blue-collar,married,1.0,yes,no,cellular,8,2,147,3,0,nonexistent,0
43,management,married,6.0,no,no,cellular,8,2,123,3,0,nonexistent,0
41,technician,single,5.0,yes,no,cellular,8,2,57,5,0,nonexistent,0
39,admin.,divorced,6.0,no,no,cellular,8,2,199,4,0,nonexistent,0
35,technician,married,5.0,no,no,cellular,8,2,219,2,0,nonexistent,0
30,admin.,single,6.0,yes,no,cellular,8,2,386,3,0,nonexistent,0
29,admin.,single,6.0,yes,no,cellular,8,2,112,5,0,nonexistent,0
45,technician,divorced,5.0,no,no,cellular,8,2,706,3,0,nonexistent,0
30,admin.,single,6.0,yes,no,cellular,8,2,173,9,0,nonexistent,0
52,admin.,divorced,4.160934688394962,no,no,cellular,8,2,228,5,0,nonexistent,0
40,technician,divorced,6.0,no,no,cellular,8,2,207,3,0,nonexistent,0
32,admin.,married,6.0,,,cellular,8,2,347,2,0,nonexistent,0
47,blue-collar,married,2.0,no,no,cellular,8,2,256,2,0,nonexistent,0
36,technician,married,6.0,yes,no,cellular,8,2,85,4,0,nonexistent,0
55,housemaid,married,1.0,yes,no,cellular,8,2,117,3,0,nonexistent,0
31,technician,single,6.0,no,yes,cellular,8,2,60,6,0,nonexistent,0
30,technician,single,5.0,yes,yes,cellular,8,2,207,5,0,nonexistent,0
57,services,married,4.0,no,no,cellular,8,2,187,3,0,nonexistent,0
58,blue-collar,married,2.0,yes,no,cellular,8,2,166,3,0,nonexistent,0
32,admin.,divorced,6.0,yes,no,cellular,8,2,152,3,0,nonexistent,0
31,technician,single,6.0,no,no,cellular,8,2,93,5,0,nonexistent,0
33,admin.,single,6.0,no,no,cellular,8,2,54,3,0,nonexistent,0
29,services,married,5.0,no,no,cellular,8,2,836,3,0,nonexistent,1
31,services,divorced,4.0,yes,yes,cellular,8,2,242,3,0,nonexistent,0
38,technician,married,6.0,yes,yes,cellular,8,2,235,5,0,nonexistent,0
52,blue-collar,married,3.0,yes,no,telephone,8,2,132,4,0,nonexistent,0
45,blue-collar,married,2.0,yes,no,cellular,8,2,561,2,0,nonexistent,0
48,blue-collar,married,3.0,yes,yes,cellular,8,2,303,3,0,nonexistent,0
43,management,married,6.0,yes,no,cellular,8,2,343,7,0,nonexistent,0
31,services,married,6.0,yes,no,cellular,8,2,159,2,0,nonexistent,0
33,self-employed,married,6.0,yes,no,cellular,8,2,173,3,0,nonexistent,0
60,retired,married,1.0,yes,yes,cellular,8,2,595,8,0,nonexistent,0
40,admin.,divorced,6.0,yes,no,cellular,8,2,1200,2,0,nonexistent,0
32,technician,married,6.0,yes,no,cellular,8,2,695,3,0,nonexistent,0
40,admin.,divorced,6.0,yes,no,cellular,8,2,100,11,0,nonexistent,0
58,admin.,married,6.0,yes,yes,cellular,8,2,103,4,0,nonexistent,0
51,blue-collar,married,1.0,,,telephone,8,2,480,1,0,nonexistent,1
32,admin.,divorced,6.0,yes,no,cellular,8,3,46,4,0,nonexistent,0
32,technician,married,4.0,yes,no,cellular,8,3,125,4,0,nonexistent,0
35,admin.,divorced,6.0,yes,no,cellular,8,3,108,4,0,nonexistent,0
38,admin.,single,6.0,yes,yes,cellular,8,3,131,5,0,nonexistent,0
30,technician,single,5.0,yes,no,cellular,8,3,129,3,0,nonexistent,0
48,blue-collar,married,3.0,yes,no,cellular,8,3,118,3,0,nonexistent,0
42,technician,divorced,4.0,no,no,cellular,8,3,113,3,0,nonexistent,0
30,technician,single,5.0,no,no,cellular,8,3,80,4,0,nonexistent,0
38,technician,married,5.0,yes,yes,cellular,8,3,83,4,0,nonexistent,0
31,admin.,married,6.0,no,no,cellular,8,3,150,5,0,nonexistent,0
31,admin.,single,6.0,no,no,cellular,8,3,582,4,0,nonexistent,0
31,admin.,single,6.0,no,no,cellular,8,3,68,4,0,nonexistent,0
38,technician,divorced,4.0,no,no,cellular,8,3,190,9,0,nonexistent,0
55,retired,married,3.0,yes,yes,cellular,8,3,117,3,0,nonexistent,0
29,technician,single,4.0,yes,no,cellular,8,3,143,3,0,nonexistent,0
33,admin.,single,6.0,yes,no,cellular,8,3,183,3,0,nonexistent,0
59,admin.,married,6.0,yes,no,cellular,8,3,264,3,0,nonexistent,0
29,admin.,married,6.0,yes,no,cellular,8,3,216,1,0,nonexistent,0
58,blue-collar,married,3.0,yes,no,cellular,8,3,127,1,0,nonexistent,0
33,admin.,single,6.0,no,no,cellular,8,3,43,1,0,nonexistent,0
33,admin.,single,6.0,no,no,cellular,8,3,154,1,0,nonexistent,0
39,management,divorced,6.0,no,no,cellular,8,3,649,1,0,nonexistent,1
33,admin.,single,6.0,no,yes,cellular,8,3,155,1,0,nonexistent,0
37,technician,married,5.0,yes,no,cellular,8,3,72,1,0,nonexistent,0
33,admin.,single,6.0,no,no,cellular,8,3,162,1,0,nonexistent,0
32,technician,married,4.0,yes,no,cellular,8,3,30,1,0,nonexistent,0
48,blue-collar,married,1.0,yes,no,cellular,8,3,89,1,0,nonexistent,0
33,admin.,married,6.0,yes,no,cellular,8,3,81,3,0,nonexistent,0
53,management,married,6.0,no,no,cellular,8,3,50,2,0,nonexistent,0
33,admin.,single,6.0,yes,no,cellular,8,3,134,1,0,nonexistent,0
33,technician,married,6.0,yes,no,cellular,8,3,86,1,0,nonexistent,0
51,retired,married,6.0,no,no,cellular,8,3,142,1,0,nonexistent,0
49,admin.,married,6.0,no,no,cellular,8,3,64,1,0,nonexistent,0
46,admin.,single,6.0,no,no,cellular,8,3,377,2,0,nonexistent,0
32,housemaid,married,6.0,yes,yes,cellular,8,3,73,1,0,nonexistent,0
32,services,married,4.0,no,no,cellular,8,3,55,1,0,nonexistent,0
36,technician,divorced,5.0,yes,no,cellular,8,3,76,1,0,nonexistent,0
31,admin.,married,6.0,yes,no,cellular,8,3,240,1,0,nonexistent,0
58,services,married,4.0,no,no,cellular,8,3,153,1,0,nonexistent,0
32,admin.,single,6.0,no,no,cellular,8,3,160,1,0,nonexistent,0
43,unemployed,married,5.0,no,yes,cellular,8,3,120,1,0,nonexistent,0
56,technician,married,5.0,no,no,cellular,8,3,68,1,0,nonexistent,0
43,management,married,6.0,no,no,cellular,8,3,104,2,0,nonexistent,0
49,admin.,married,6.0,yes,no,cellular,8,3,87,1,0,nonexistent,0
29,admin.,single,6.0,no,no,cellular,8,3,256,2,0,nonexistent,0
32,technician,single,6.0,yes,no,cellular,8,3,322,1,0,nonexistent,0
42,admin.,single,6.0,no,no,cellular,8,3,156,1,0,nonexistent,0
54,blue-collar,married,1.0,no,no,cellular,8,3,50,1,0,nonexistent,0
32,technician,single,6.0,no,no,cellular,8,3,132,2,0,nonexistent,0
55,services,married,1.0,no,yes,cellular,8,3,64,1,0,nonexistent,0
40,admin.,married,4.0,yes,yes,cellular,8,3,18,4,0,nonexistent,0
